0,1,2,3,4,5,6,7,8,9,10
F,F,F,F,F,F,F,F,F,F,B
1.2330476999528877,0.42791828996560544,3.4741660977930597,0.6105718332260801,1.7626133826732455,0.5078528299152271,-2.0747904595948725,-1.1585367638756148,1.5226824635853002,-1.373748664559903,1.0
0.34615583705346853,-2.058258926225688,0.6118473314698307,0.5180779561259183,0.12924019027629746,0.8900320688956677,-1.7495363166416389,-0.22088176315521696,1.5787568678485129,0.03158312455239827,1.0
-0.6242347418711482,0.13853064100923,-1.1114904806925052,-1.049438194830408,0.9847388735176683,-0.5581540378313534,1.3478701950557321,-1.4769210416510825,-1.1348856687919706,1.8086393126221654,0.0
1.7502275886399359,0.05649267708193678,-1.7853980351723697,-0.24898839023228,-0.42016507056356933,0.04601004293604467,0.5354808115456837,-1.0028890600680176,-0.27995092923204284,-0.4507171290648726,0.0
0.1197130162477474,-1.1400427343493609,-0.6162289200643465,0.12178827499757133,-1.479032866303186,-0.6903913102443633,1.4058883321736566,0.9886413686938342,-1.2528112558954967,0.824399287991486,0.0
0.23689215197686586,-0.07056723278308163,0.21399705345699238,0.6730837781567431,-0.551803593887798,-0.9477050510305848,1.5647629083303076,0.03521213283781919,-1.5088370116327032,-0.9439500414012452,1.0
-0.06380199216630661,-0.45487737544539036,-1.7205066736289534,-1.1667583467147489,0.18642000542862056,0.12285820735805636,0.3802650917808229,1.323226017666709,-0.14123581584748643,-0.650624263914128,0.0
2.108820200999362,0.09328737471110814,1.2003510788502831,-0.5186940761845227,0.5053610252451698,-1.6545003328506422,2.446960180841117,-2.081134526296807,-2.4696091645381646,0.5508908160075202,0.0
0.32207687570780374,-0.06795768260029972,-0.9772553579712809,-2.128294716686201,0.4033729532665999,-0.5351317507535385,1.261826332803835,-0.5273563478892929,-1.0704865243590873,0.9553074923868576,0.0
0.34750459755250956,-0.6726002885410818,-0.7915092709754574,0.3113447361857543,-0.7308315612383558,0.8052696358740822,-1.1195681984079653,2.0777354506610597,1.160748952517049,0.1738153383014383,0.0
0.2554075069112503,0.4956479358607191,1.521818870410234,1.827909350691169,0.7953709532046279,-0.2766922290205525,-0.045859432878824435,-0.05488564694849626,-0.15013101973282306,0.24110163330744636,1.0
2.1101492622294495,-0.017557695108235204,-0.7763092067531325,0.9063658486265532,0.22860639444136066,-0.522819020532017,1.1713177745106513,-2.1533504187533343,-1.0103446087105663,-0.6074067557640828,0.0
0.4998569559508041,-0.17420113086945288,-2.5782772355689003,-1.4996065753022,0.7627982997027378,0.5626747614169896,-0.08464870662354107,0.26699551066356975,0.40807112589085554,0.8898374637947718,0.0
-1.8329648063363282,-1.7927584378559482,-2.73935471147377,-0.8384309851908341,1.642346306493943,0.3568212873712523,0.32673711005553874,-1.4170271381321464,0.03903095475004168,-0.006145251854811877,0.0
1.12740334227803,-1.7886354561617284,1.4728862248095786,-0.21911249215128797,0.27010148961482183,-0.5076932568687681,0.3703725616461936,0.884467148538935,-0.5380230962467157,-0.7926281416390664,1.0
